nom,dosage,forme,substance_active,classe_therapeutique,epi_laboratoire,statut_commercialisation,statut_amm,presentation,pp_gn,ppv,ph,pfht,tva,lien_rcp_naf,source_page
NOVEX,"2000 UI ANTI XA  /  0,2  ML",SOLUTION INJECTABLE,ENOXAPARINE (SODIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 6 SERINGUES PRE-REMPLIES,BS,"180,00 DH","112,50 DH","107,13 DH",0%,-,305
NOVEX,"4000 UI ANTI XA  /  0,4  ML",SOLUTION INJECTABLE,ENOXAPARINE (SODIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 2 SERINGUES PRE-REMPLIES,BS,"132,00 DH","82,50 DH","78,57 DH",0%,-,305
NOVEX,"4000 UI ANTI XA  /  0,4  ML",SOLUTION INJECTABLE,ENOXAPARINE (SODIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 6 SERINGUES PRE-REMPLIES,BS,"347,00 DH","230,00 DH","219,72 DH",0%,-,305
NOVEX,"6000 UI ANTI XA  /  0,6  ML",SOLUTION INJECTABLE,ENOXAPARINE (SODIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 2 SERINGUES PRE-REMPLIES,BS,"143,30 DH","89,50 DH","85,29 DH",0%,-,306
NOVEX,"6000 UI ANTI XA  /  0,6  ML",SOLUTION INJECTABLE,ENOXAPARINE (SODIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Commercialisé Export,AMM ENREGISTREE,BOITE DE 6 SERINGUES PRE-REMPLIES,BS,"323,00 DH","214,00 DH","204,69 DH",0%,-,306
NOVEX,"8000 UI ANTI XA  /  0,8  ML",SOLUTION INJECTABLE,ENOXAPARINE (SODIQUE),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE 2 SERINGUES PRE-REMPLIES,BS,"164,20 DH","102,60 DH","97,73 DH",0%,-,306
NOVO RAPID FLEXPEN,100 UI  /   ML,SOLUTION INJECTABLE,INSULINE ASPART (RAPIDE),ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Commercialisé,AMM ENREGISTREE,BOITE DE 5 STYLOS PRE-REMPLIS DE 1 ML,PP,"571,00 DH","379,00 DH","361,52 DH",0%,-,306
NOVO RAPID PENFILL,100 UI  /   ML,SOLUTION INJECTABLE,INSULINE ASPART (RAPIDE),ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 5 CARTOUCHES DE 3 ML,PP,"497,00 DH","330,00 DH","314,73 DH",0%,-,306
NOVOCINE,500   MG,COMPRIME PELLICULE,LEVOFLOXACINE,INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,"126,10 DH","78,80 DH","75,09 DH",0%,-,306
NOVOCINE,500   MG,COMPRIME PELLICULE,LEVOFLOXACINE,INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 7,GN,"93,50 DH","58,50 DH","55,69 DH",0%,-,306
NOVOCLIN,1 G  /  125   MG,SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 16,GN,"123,40 DH","77,10 DH","73,43 DH",0%,-,306
NOVOCLIN,1 G  /  125   MG,SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 24,GN,"175,70 DH","109,80 DH","104,58 DH",0%,-,306
NOVOCLIN,"250   MG  /  31,25   MG",SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 12,GN,"42,90 DH","26,80 DH","25,53 DH",0%,-,306
NOVOCLIN,"500   MG  /  62,5   MG",SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 12,GN,"74,60 DH","46,60 DH","44,43 DH",0%,-,306
NOVOCLIN,"100   MG  /  12,5   MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE (TRIHYDRATEE) // CLAVALANATE (POTASSIUM),INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 30 ML,GN,"34,20 DH","21,40 DH","20,36 DH",0%,-,306
NOVOCLIN,"100   MG  /  12,5   MG",POUDRE POUR SUSPENSION BUVABLE,AMOXICILLINE (TRIHYDRATEE) // CLAVALANATE (POTASSIUM),INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,FLACON DE 60 ML,GN,"58,90 DH","36,80 DH","35,06 DH",0%,-,306
NOVOCLIN,1 G  /   125   MG,POUDRE POUR SUSPENSION ORALE EN SACHET,AMOXICILLINE // ACIDE CLAVULANIQUE,INFECTIOLOGIE-PARASITOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 12 SACHETS,GN,"92,50 DH","57,80 DH","55,07 DH",0%,-,306
NOVOEIGHT,250 UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,TUROCTOCOG ALFA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,LAPROPHAN,Commercialisé,AMM ENREGISTREE,"BOITE D'UN FLACON DE POUDRE LYOPHILISEE, UNE SERINGUE PRE-REMPLIE DE 4ML DE SOLVANT, UN ADAPTATEUR POUR FLACON ET UNE TIGE DE PISTON",PP,1.799.00 DH,1.543.00 DH,1.469.61 DH,0%,-,306
NOVOEIGHT,500 UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,TUROCTOCOG ALFA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,LAPROPHAN,Commercialisé AO,AMM ENREGISTREE,"BOITE D'UN FLACON DE POUDRE LYOPHILISEE, UNE SERINGUE PRE-REMPLIE DE 4ML DE SOLVANT, UN ADAPTATEUR POUR FLACON ET UNE TIGE DE PISTON",PP,3.470.00 DH,3.160.00 DH,3.009.81 DH,0%,-,306
NOVOEIGHT,1000 UI,POUDRE ET SOLVANT POUR SOLUTION INJECTABLE,TUROCTOCOG ALFA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,LAPROPHAN,Commercialisé AO,AMM ENREGISTREE,"BOITE D'UN FLACON DE POUDRE LYOPHILISEE, UNE SERINGUE PRE-REMPLIE DE 4ML DE SOLVANT, UN ADAPTATEUR POUR FLACON ET UNE TIGE DE PISTON",PP,6.117.00 DH,5.885.00 DH,5.605.28 DH,0%,-,306
NOVOGREL,75   MG,COMPRIME PELLICULE,CLOPIDOGREL,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"160,00 DH","100,00 DH","95,25 DH",0%,-,306
NOVOM,4   MG,COMPRIME ORODISPERSIBLE,ONDANSETRON,GASTROENTEROLOGIE-HEPATOLOGIE,ZENITH PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,"175,70 DH","109,80 DH","104,58 DH",0%,-,306
NOVOM,8   MG,COMPRIME ORODISPERSIBLE,ONDANSETRON,GASTROENTEROLOGIE-HEPATOLOGIE,ZENITH PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 10,GN,"318,00 DH","211,00 DH","201,33 DH",0%,-,306
NOVOMIX 30 FLEXPEN,100 UI  /   ML,SUSPENSION INJECTABLE,INSULINE ASPART (INTERMEDIAIRE),ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Commercialisé AO,AMM ENREGISTREE,BOITE DE 5 STYLOS PRE-REMPLIS DE 3 ML,PP,"559,00 DH","372,00 DH","354,29 DH",0%,-,307
NOVOMIX 30 PENFILL,100 UI  /   ML,SUSPENSION INJECTABLE,INSULINE ASPART (INTERMEDIAIRE),ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 5 CARTOUCHES 3 ML,PP,"489,00 DH","325,00 DH","310,05 DH",0%,-,307
NOVOMIX 50 FLEXPEN,100 UI  /   ML,SUSPENSION INJECTABLE,INSULINE ASPARTE // INSULINE ASPARTE PROTAMINE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,AMM sans prix,AMM ENREGISTREE,BOITE DE 1 STYLO DE 3 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,307
NOVOMIX 50 FLEXPEN,100 UI  /   ML,SUSPENSION INJECTABLE,INSULINE ASPARTE // INSULINE ASPARTE PROTAMINE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,AMM sans prix,AMM ENREGISTREE,BOITE DE 5 STYLOS DE 3 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,307
NOVOMIX 50 PENFILL,100 UI  /   ML,SUSPENSION INJECTABLE,INSULINE ASPARTE // INSULINE ASPARTE PROTAMINE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,AMM sans prix,AMM ENREGISTREE,BOITE DE 5 CARTOUCHES DE 3 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,307
NOVOMIX 70 FLEXPEN,100 UI  /   ML,SUSPENSION INJECTABLE,INSULINE ASPARTE // INSULINE ASPARTE PROTAMINE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,AMM sans prix,AMM ENREGISTREE,BOITE DE 1 STYLO DE 3 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,307
NOVOMIX 70 FLEXPEN,100 UI  /   ML,SUSPENSION INJECTABLE,INSULINE ASPARTE // INSULINE ASPARTE PROTAMINE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,AMM sans prix,AMM ENREGISTREE,BOITE DE 5 STYLOS DE 3 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,307
NOVOMIX 70 PENFILL,100 UI  /   ML,SUSPENSION INJECTABLE,INSULINE ASPARTE // INSULINE ASPARTE PROTAMINE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,AMM sans prix,AMM ENREGISTREE,BOITE DE 5 CARTOUCHES DE 3 ML,PP,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,307
NOVONORM,"0,5   MG",COMPRIME,REPAGLINIDE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"50,20 DH","31,40 DH","29,88 DH",0%,-,307
NOVONORM,"0,5   MG",COMPRIME,REPAGLINIDE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Commercialisé,AMM ENREGISTREE,BOITE DE 90,PP,"166,40 DH","104,00 DH","99,02 DH",0%,-,307
NOVONORM,1   MG,COMPRIME,REPAGLINIDE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"52,50 DH","32,80 DH","31,24 DH",0%,-,307
NOVONORM,1   MG,COMPRIME,REPAGLINIDE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Commercialisé,AMM ENREGISTREE,BOITE DE 90,PP,"177,50 DH","110,90 DH","105,65 DH",0%,-,307
NOVONORM,2   MG,COMPRIME,REPAGLINIDE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,BOITE DE 30,PP,"57,60 DH","36,00 DH","34,30 DH",0%,-,307
NOVONORM,2   MG,COMPRIME,REPAGLINIDE,ENDOCRINOLOGIE-METABOLISME,LAPROPHAN,Commercialisé,AMM ENREGISTREE,BOITE DE 90,PP,"196,50 DH","122,80 DH","116,99 DH",0%,-,307
NOVOPRED,5  MG,COMPRIMES EFFERVESCENTS,PREDNISOLONE (METASULFOBENZOATE SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"23,00 DH","14,40 DH","13,69 DH",0%,-,307
NOVOPRED,20  MG,COMPRIMES EFFERVESCENTS,PREDNISOLONE (METASULFOBENZOATE SODIQUE),ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PHARMED,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,"40,00 DH","25,00 DH","23,81 DH",0%,-,307
NOVORTAN,150   MG,COMPRIME PELLICULE,IRBESARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"116,00 DH","72,50 DH","69,05 DH",0%,-,307
NOVORTAN,300   MG,COMPRIME PELLICULE,IRBESARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"145,00 DH","90,60 DH","86,31 DH",0%,-,307
NOVORTAN PLUS,"150   MG  /  12,5   MG",COMPRIME PELLICULE,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"129,80 DH","81,10 DH","77,27 DH",0%,-,307
NOVORTAN PLUS,300   MG  /  25   MG,COMPRIME PELLICULE,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"160,90 DH","100,50 DH","95,76 DH",0%,-,307
NOVORTAN PLUS,"300   MG  /  12,5   MG",COMPRIME PELLICULE,IRBESARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"158,20 DH","98,90 DH","94,17 DH",0%,-,308
NOVOSAR,80   MG,COMPRIME PELLICULE SECABLE,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"100,00 DH","62,50 DH","59,53 DH",0%,-,308
NOVOSAR,160   MG,COMPRIME PELLICULE,VALSARTAN,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"140,00 DH","87,50 DH","83,34 DH",0%,-,308
NOVOSAR PLUS,"80   MG  /  12,5   MG",COMPRIMES PELLICULES SECABLES,VALSARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"95,00 DH","59,40 DH","56,57 DH",0%,-,308
NOVOSAR PLUS,160   MG  /  25   MG,COMPRIMES PELLICULES SECABLES,VALSARTAN // HYDROCHLOROTHIAZIDE,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,NOVOPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"133,00 DH","83,20 DH","79,20 DH",0%,-,308
NOVOSEVEN,120 KUI,POUDRE POUR PREPARATION INJECTABLE,EPTACOG ALFA ACTIV (R F VII),NA,LAPROPHAN,Retiré du Marché,AMM RETIREE,"FLACON POUDRE DE 2,4 MG ET KIT D'INJECTION",PP,14.149.00 DH,13.852.00 DH,12.572.32 DH,0%,-,308
NOVOSEVEN,240 KUI,POUDRE POUR PREPARATION INJECTABLE,EPTACOG ALFA ACTIV (R F VII),NA,LAPROPHAN,Retiré du Marché,AMM RETIREE,"FLACON POUDRE DE 4,8 MG ET KIT D'INJECTION",PP,27.870.00 DH,27.304.00 DH,25.144.64 DH,0%,-,308
NOVOSEVEN,60 KUI,POUDRE POUR PREPARATION INJECTABLE,EPTACOG ALFA ACTIV (R F VII),NA,LAPROPHAN,Retiré du Marché,AMM RETIREE,"FLACON POUDRE DE 1,2 MG ET KIT D'INJECTION",PP,7.288.00 DH,7.040.00 DH,6.285.71 DH,0%,-,308
NOVOSEVEN RT,100 KUI,POUDRE POUR PREPARATION INJECTABLE,EPTACOG ALFA ACTIV (R F VII),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,LAPROPHAN,Commercialisé,AMM ENREGISTREE,"FLACON POUDRE DE 2 ML+FLACON DE SOLVANT DE 2,1 ML",PP,12.396.00 DH,12.161.00 DH,11.761.46 DH,0%,-,308
NOVOSEVEN RT,250 KUI,POUDRE POUR PREPARATION INJECTABLE,EPTACOG ALFA ACTIV (R F VII),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,LAPROPHAN,Non Commercialisé,AMM ENREGISTREE,"FLACON POUDRE DE 2 ML+FLACON DE SOLVANT DE 5,2 ML",PP,25.429.00 DH,24.938.00 DH,24.538.50 DH,0%,-,308
NOVOSEVEN RT,50 KUI,POUDRE POUR PREPARATION INJECTABLE,EPTACOG ALFA ACTIV (R F VII),CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,LAPROPHAN,Commercialisé,AMM ENREGISTREE,"FLACON POUDRE DE 2 ML+FLACON DE SOLVANT DE 1,1 ML",PP,6.398.00 DH,6.174.00 DH,5.880.73 DH,0%,-,308
NOVOTER,0.01,CREME A USAGE TOPIQUE,FLUOCINOLONE,NA,AFRIC PHAR,Retiré du Marché,AMM RETIREE,TUBE DE 30 G,GN,"25,50 DH","15,90 DH","14,19 DH",0%,-,308
NOVOTER,0.01,CREME A USAGE TOPIQUE,FLUOCINOLONE,NA,AFRIC PHAR,Retiré du Marché,AMM RETIREE,TUBE DE 60 G,GN,"45,90 DH","28,60 DH","25,53 DH",0%,-,308
NOVOTER GENTAMICINE,"0,05%  /  0,10%",CREME POUR APPLICATION DERMIQUE,FLUOCINOLONE // GENTAMICINE,NA,AFRIC PHAR,Retiré du Marché,AMM RETIREE,TUBE POUR 30 G,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,308
NOVOTER GENTAMICINE,"0,05%  /  0,10%",CREME POUR APPLICATION DERMIQUE,FLUOCINOLONE // GENTAMICINE,NA,AFRIC PHAR,Retiré du Marché,AMM RETIREE,TUBE POUR 60 G,GN,SANSPPV DH,SANSPH DH,SANSPFHT DH,0%,-,308
NOXIDEM,10   MG,COMPRIME PELLICULE SECABLE,ZOLPIDEM (TARTRATE),PSYCHIATRIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,"42,00 DH","26,20 DH","25,00 DH",0%,-,308
NOZINAN,0.04,SOLUTION BUVABLE,LEVOMEPROMAZINE (MALEATE),PSYCHIATRIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 1 FLACON DE 30 ML,PP,"36,00 DH","22,50 DH","21,42 DH",0%,-,308
NOZINAN,100   MG,COMPRIME PELLICULE,LEVOMEPROMAZINE (MALEATE),PSYCHIATRIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,"53,50 DH","33,50 DH","31,88 DH",0%,-,308
NOZINAN,25   MG  /   ML,SOLUTION INJECTABLE,LEVOMEPROMAZINE (MALEATE),PSYCHIATRIE,MAPHAR,Non Commercialisé,AMM ENREGISTREE,BOITE DE 5 AMPOULES,PP,"23,00 DH","14,40 DH","13,68 DH",0%,-,308
NOZINAN,25   MG,COMPRIME PELLICULE,LEVOMEPROMAZINE (MALEATE),PSYCHIATRIE,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 20,PP,"15,10 DH","9,50 DH","9,01 DH",0%,-,308
NPLATE,250 µG,POUDRE POUR SOLUTION POUR INJECTION,ROMIPLOSTIM,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Commercialisé,AMM ENREGISTREE,BOITE DE FLACON DE 5 ML,PP,6.373.00 DH,6.149.00 DH,5.856.56 DH,0%,-,309
NPLATE,500 µG,POUDRE POUR SOLUTION POUR INJECTION,ROMIPLOSTIM,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,SOTHEMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE FLACON DE 5 ML,PP,13.453.00 DH,13.197.00 DH,12.797.51 DH,0%,-,309
NUBEQA,300   MG,COMPRIMÉ PELLICULÉ,DAROLUTAMIDE,CANCEROLOGIE,BAYER,Commercialisé,AMM ENREGISTREE,BOITE DE 112 COMPRIMÉ,PP,26.810.00 DH,26.292.00 DH,25.892.17 DH,0%,-,309
NUPENTIN,300   MG,GELULE,GABAPENTINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"92,70 DH","57,90 DH","55,18 DH",0%,-,309
NUPENTIN,300   MG,GELULE,GABAPENTINE,NEUROLOGIE,SUN PHARMA,Non Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"176,20 DH","110,10 DH","104,86 DH",0%,-,309
NUPENTIN,300   MG,GELULE,GABAPENTINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,Commercialisé,AMM ENREGISTREE,BOITE DE 90,GN,"257,00 DH","161,00 DH","153,37 DH",0%,-,309
NUPENTIN,400   MG,GELULE,GABAPENTINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"114,00 DH","71,30 DH","67,87 DH",0%,-,309
NUPENTIN,400   MG,GELULE,GABAPENTINE,NEUROLOGIE,SUN PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 60,GN,"216,00 DH","135,40 DH","128,95 DH",0%,-,309
NUPENTIN,400   MG,GELULE,GABAPENTINE,NEUROLOGIE,SUN PHARMACEUTICALS NORTH AFRICA,Commercialisé,AMM ENREGISTREE,BOITE DE 90,GN,"315,00 DH","209,00 DH","199,60 DH",0%,-,309
NURABOL,2   MG  /  5  ML,SIROP,CYPROHEPTADINE,PNEUMOLOGIE-ALLERGOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,FLACON DE 125 ML,GN,"9,10 DH","5,70 DH","5,40 DH",0%,-,309
NURABOL,4   MG  /  5  ML,SIROP,CYPROHEPTADINE,PNEUMOLOGIE-ALLERGOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,FLACON DE 125 ML,GN,"11,30 DH","7,10 DH","6,76 DH",0%,-,309
NURABOL,4   MG,COMPRIME,CYPROHEPTADINE,PNEUMOLOGIE-ALLERGOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"14,20 DH","8,90 DH","8,46 DH",0%,-,309
NURAVIT,"0,08 G  /  0,012 G  /  0,012 G  /  0,1 G  /  0,015 G  /  0,4 G",SIROP,CYPROHEPTADINE // VITAMINE B1 (THIAMINE) // VITAMINE B6 (PYRIDOXINE CHLORHYDRATE) // VITAMINE B3 (NICOTINAMIDE) // VITAMINE B2 (RIBOFLAVINE) // VITAMINE C (ACIDE ASCORBIQUE),PNEUMOLOGIE-ALLERGOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,FLACON DE 125 ML,GN,"19,60 DH","12,30 DH","11,68 DH",0%,-,309
NURAVIT,4   MG,COMPRIME PELLICULE,CYPROHEPTADINE // VITAMINE B1 (THIAMINE) // VITAMINE B6 (PYRIDOXINE CHLORHYDRATE) // VITAMINE B3 (NICOTINAMIDE) // VITAMINE B2 (RIBOFLAVINE) // VITAMINE C (ACIDE ASCORBIQUE),PNEUMOLOGIE-ALLERGOLOGIE,PHARMA 5,Commercialisé,AMM ENREGISTREE,BOITE DE 15,GN,"28,70 DH","17,90 DH","17,08 DH",0%,-,309
NURODOL,200   MG,COMPRIME ENROBE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 20,GN,"15,90 DH","9,90 DH","9,46 DH",0%,-,309
NURODOL,400   MG,COMPRIME PELLICULE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,BOITE DE 30,GN,"28,00 DH","17,50 DH","16,69 DH",0%,-,309
NURODOL ENF ET NOUR,20   MG  /   ML,SUSPENSION BUVABLE,IBUPROFENE,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,SYNTHEMEDIC,Commercialisé,AMM ENREGISTREE,FLACON DE 200ML,GN,"17,70 DH","11,10 DH","10,57 DH",0%,-,309
NUTRYLET,-,SOLUTION A DILUER POUR PERFUSION,GLUCONATE DE ZINC // GLUCONATE DE CUIVRE // GLUCONATE DE MANGANESE // FLUORURE DE SODIUM // IODURE DE POTASSIUM // SELENITE DE SODIUM // MOLYBDATE DE SODIUM // CHLORURE DE SODIUM // GLUCONATE FERREUX,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,HEMOLAB PHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 10 AMPOULES DE 10 ML,NA,"471,00 DH","313,00 DH","298,19 DH",0%,-,309
NUVARING,"11,7   MG  /  2,7   MG",ANNEAU POUR USAGE VAGINAL,ETONOGESTREL // ETHINYLESTRADIOL,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,MAPHAR,Commercialisé,AMM ENREGISTREE,BOITE DE 1 SACHET/1 ANNEAU,PP,"129,90 DH","81,20 DH","77,33 DH",0%,-,309
NUVIVAX,10   MG,COMPRIME ENROBE,TADALAFIL,UROLOGIE-NEPHROLOGIE,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 1,GN,"37,40 DH","23,40 DH","22,25 DH",0%,-,309
NUVIVAX,10   MG,COMPRIME ENROBE,TADALAFIL,UROLOGIE-NEPHROLOGIE,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 2,GN,"65,80 DH","41,10 DH","39,16 DH",0%,-,310
NUVIVAX,10   MG,COMPRIME ENROBE,TADALAFIL,UROLOGIE-NEPHROLOGIE,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 4,GN,"121,50 DH","75,90 DH","72,31 DH",0%,-,310
NUVIVAX,10   MG,COMPRIME ENROBE,TADALAFIL,UROLOGIE-NEPHROLOGIE,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 8,GN,"230,00 DH","144,30 DH","137,41 DH",0%,-,310
NUVIVAX,20   MG,COMPRIME ENROBE,TADALAFIL,UROLOGIE-NEPHROLOGIE,GENPHARMA,Commercialisé,AMM ENREGISTREE,BOITE DE 1,GN,"56,10 DH","35,00 DH","33,37 DH",0%,-,310
