nom,dci,dosage,forme,presentation,laboratoire,classe_therapeutique,type_produit,statut_commercialisation,statut_amm,ppv,ph,pfht,tva,code_cnops,prix_base_remboursement_cnops,taux_remboursement_cnops,source
DICEF,CEFUROXIME,125 MG,COMPRIME PELLICULE,BOITE DE 100,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
DICEF,CEFUROXIME,125 MG / 5 ML,GRANULE POUR SUSPENSION BUVABLE,BOITE DE 2 FLACONS DE 50 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,107.9,67.4,64.24,0.0,,,,ammps
DICEF,CEFUROXIME,125 MG / 5 ML,GRANULES POUR SUSPENSION BUVABLE,BOITE DE 1 FLACON DE 50 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
DICEF,CEFUROXIME,250 MG,COMPRIME PELLICULE,BOITE DE 14,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,87.4,54.6,52.0,0.0,,,,ammps
DICEF,CEFUROXIME,250 MG,COMPRIME PELLICULE,BOITE DE 28,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,153.7,96.1,91.52,0.0,,,,ammps
DICEF,CEFUROXIME,250 MG,COMPRIME PELLICULE,BOITE DE 56,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
DICEF,CEFUROXIME,250 MG / 5 ML,GRANULE POUR SUSPENSION BUVABLE,BOITE DE 1 FLACON DE 50 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,73.1,45.7,43.49,0.0,,,,ammps
DICEF,CEFUROXIME,250 MG / 5 ML,GRANULE POUR SUSPENSION BUVABLE,BOITE DE 2 FLACONS DE 50 ML,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,127.1,79.4,75.67,0.0,,,,ammps
DICEF,CEFUROXIME,500 MG,COMPRIME PELLICULE,BOITE DE 10,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,131.9,82.5,78.54,0.0,,,,ammps
DICEF,CEFUROXIME,500 MG,COMPRIME PELLICULE,BOITE DE 20,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,Commercialisé AO,AMM ENREGISTREE,232.0,145.1,138.23,0.0,,,,ammps
DICEF,CEFUROXIME,500 MG,COMPRIME PELLICULE,BOITE DE 100,PHARMA 5,INFECTIOLOGIE-PARASITOLOGIE,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
DICETEL,PINAVERIUM (BROMURE),100 MG,COMPRIME PELLICULE,BOITE DE 30,MAPHAR,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,PP,Commercialisé,AMM ENREGISTREE,114.3,71.4,68.05,0.0,,,,ammps
DICETEL,PINAVERIUM,50 MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,,,PRINCEPS,,,,,,,6118000010401,33.75,70.0,cnops
DICLO PHARMA 5,DICLOFENAC (SODIQUE),100 MG,SUPPOSITOIRE,BOITE DE 10,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,25.7,16.1,15.33,0.0,6118000090274,27.5,70.0,ammps+cnops
DICLO PHARMA 5,DICLOFENAC,25 MG,SUPPOSITOIRE,BOITE DE 10,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé AO,AMM ENREGISTREE,11.8,7.4,7.05,0.0,,,,ammps
DICLO PHARMA 5,DICLOFENAC,25 MG,SUPPOSITOIRE,BOITE DE 100,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
DICLO PHARMA 5,DICLOFENAC (SODIQUE),50 MG,COMPRIME,BOITE DE 20,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,29.1,18.2,17.3,0.0,,,,ammps
DICLO PHARMA 5,DICLOFENAC,50 MG,COMPRIME GASTRO-RESISTANT,1 BOITE 20 COMPRIME,,,GENERIQUE,,,,,,,6118000090281,32.4,70.0,cnops
DICLO PHARMA 5,DICLOFENAC,50 MG,SUPPOSITOIRE,BOITE DE 10,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé AO,AMM ENREGISTREE,22.4,14.0,13.35,0.0,,,,ammps
DICLO PHARMA 5,DICLOFENAC,50 MG,SUPPOSITOIRE,BOITE DE 100,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
DICLO PHARMA 5,DICLOFENAC,75 MG,SOLUTION INJECTABLE,1 BOITE 2 AMPOULE INJECTABLE,,,GENERIQUE,,,,,,,6118000091363,15.0,70.0,cnops
DICLO PHARMA 5,DICLOFENAC,75 MG,SOLUTION INJECTABLE,1 BOITE 2 AMPOULE INJECTABLE,,,GENERIQUE,,,,,,,6118000091202,41.8,70.0,cnops
DICLO PHARMA 5,DICLOFENAC (SODIQUE),75 MG / 3 ML,SOLUTION INJECTABLE,BOITE DE 2 AMPOULES INJECTABLES,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,14.0,8.7,8.34,0.0,,,,ammps
DICLO PHARMA 5,DICLOFENAC (SODIQUE),75 MG / 3 ML,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES INJECTABLES,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,39.1,24.4,23.25,0.0,,,,ammps
DICLO PHARMA 5 RETARD,DICLOFENAC (SODIQUE),100 MG,COMPRIME,BOITE DE 20,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé AO,AMM ENREGISTREE,57.8,36.1,34.41,0.0,,,,ammps
DICLO PHARMA 5 RETARD,DICLOFENAC,100 MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,,,GENERIQUE,,,,,,,6118010024085,61.8,70.0,cnops
DICLOBERL,DICLOFENAC,100 MG,COMPRIME,1 BOITE 20 COMPRIME,,,GENERIQUE,,,,,,,6118010025518,60.0,70.0,cnops
DICLOBERL,DICLOFENAC (SODIQUE),100 MG,SUPPOSITOIRE,BOITE DE 10,PHI,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,28.1,17.6,16.74,0.0,6118000050742,30.1,70.0,ammps+cnops
DICLOBERL,DICLOFENAC,25 MG,COMPRIME,1 BOITE 20 COMPRIME,,,GENERIQUE,,,,,,,6118010025501,20.0,70.0,cnops
DICLOBERL,DICLOFENAC (SODIQUE),50 MG,COMPRIME,BOITE DE 20,PHI,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,30.0,18.8,17.89,0.0,,,,ammps
DICLOBERL,DICLOFENAC,50 MG,COMPRIME GASTRO-RESISTANT,1 BOITE 20 COMPRIME GASTRO-RESISTANT,,,GENERIQUE,,,,,,,6118000050735,32.1,70.0,cnops
DICLOBERL,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 1 AMPOULE,PHI,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,9.1,5.7,5.4,0.0,6118000050766,9.7,70.0,ammps+cnops
DICLOCED,DICLOFENAC (SODIQUE),1 MG / ML,COLLYRE,BOITE D’UN FLACON DE 10ML,COOPER PHARMA,OPHTALMOLOGIE,PP,Commercialisé,AMM ENREGISTREE,63.5,39.7,37.83,0.0,,,,ammps
DICLOFENAC MAPHAR,DICLOFENAC (SODIQUE),0.01,GEL DERMIQUE,TUBE DE 50 G,MAPHAR,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,35.0,21.9,20.86,0.0,,,,ammps
DICLOFENAC MAPHAR,DICLOFENAC (SODIQUE),50 MG,COMPRIME ENROBE,BOITE DE 20,MAPHAR,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,26.4,16.5,15.74,0.0,,,,ammps
DICLOFENAC WIN 1 % GEL,DICLOFENAC,1 %,GEL,1 TUBE 50 G,,,GENERIQUE,,,,,,,6118000013143,37.5,0.0,cnops
DICLOFENAC WIN 50 MG,DICLOFENAC,50 MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 20 COMPRIME ENROBE GASTRO-RESISTANT,,,GENERIQUE,,,,,,,6118000013136,28.3,70.0,cnops
DICLOMAX,DICLOFENAC,100 MG,GELULE LP,1 BOITE 10 GELULE,,,GENERIQUE,,,,,,,6118000130093,30.8,70.0,cnops
DICLOMAX,DICLOFENAC,25 MG,COMPRIME GASTRO-RESISTANT,BOITE DE 20,GENPHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,16.8,10.5,10.01,0.0,6118000130260,18.0,70.0,ammps+cnops
DICLOMAX,DICLOFENAC,50 MG,COMPRIME GASTRO-RESISTANT,BOITE DE 20,GENPHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,26.4,16.5,15.74,0.0,6118000130277,28.0,70.0,ammps+cnops
DICLOMAX,DICLOFENAC,75 MG,GELULE LP,1 BOITE 20 GELULE,,,GENERIQUE,,,,,,,6118000130086,51.0,70.0,cnops
DICLOMAX LP,DICLOFENAC,100 MG,GELULE,BOITE DE 10,GENPHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,28.8,18.0,17.13,0.0,,,,ammps
DICLOMAX LP,DICLOFENAC,75 MG,GELULE,BOITE DE 20,GENPHARMA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,47.7,29.8,28.37,0.0,,,,ammps
DICLOPHARM,DICLOFENAC (SODIQUE),25 MG,COMPRIME,BOITE DE 30,PHARMA 5,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé AO,AMM ENREGISTREE,24.5,15.3,14.58,0.0,,,,ammps
DICLOPHARM,DICLOFENAC,25 MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,,,GENERIQUE,,,,,,,6118010024092,26.2,70.0,cnops
DICYNONE,ETAMSYLATE,250 MG,COMPRIME,BOITE DE 20,ZENITH PHARMA,HEMATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,34.3,21.5,20.44,0.0,6118000061168,36.75,70.0,ammps+cnops
DICYNONE,ETAMSYLATE,250 MG,SOLUTION INJECTABLE,6 AMPOULE 2 ML,,,PRINCEPS,,,,,,,6118001081080,30.2,70.0,cnops
DICYNONE,ETAMSYLATE,250 MG / 2 ML,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES,ZENITH PHARMA,HEMATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,31.6,19.8,18.82,0.0,,,,ammps
DICYNONE,ETAMSYLATE,500 MG,COMPRIME,BOITE DE 20,ZENITH PHARMA,HEMATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,53.3,33.3,31.74,0.0,6118000061175,57.05,70.0,ammps+cnops
DIDRONEL,ETIDRONATE,400 MG,COMPRIME,1 BOITE 14 COMPRIME,,,PRINCEPS,,,,,,,6118001040100,255.18,70.0,cnops
DIENILLE,ETHINYLESTRADIOL // DIENOGEST,"2 MG / 0,03 MG",COMPRIME PELLICULE,BOITE DE 21,BOTTU,GYNECOLOGIE-OBSTETRIQUE-CONTRACEPTION,GN,Commercialisé,AMM ENREGISTREE,67.3,42.1,40.07,0.0,,,,ammps
DIERGO SPRAY,DIHYDROERGOTAMINE,4 MG,SOLUTION POUR PULVERISATION NASALE,1 FLACON 3.5 ML,,,PRINCEPS,,,,,,,6118001120499,81.8,0.0,cnops
DIF-TET-ALL VACCIN,VACCIN D.T,,PREPARATION INJECTABLE,1 BOITE 10 DOSE,,,GENERIQUE,,,,,,,6118010024108,23.0,70.0,cnops
DIFAL,DICLOFENAC (SODIQUE),0.01,GEL,TUBE DE 20 G,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,17.1,10.7,10.19,0.0,,,,ammps
DIFAL,DICLOFENAC (SODIQUE),0.01,GEL,TUBE DE 50 G,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,35.7,22.3,21.25,0.0,,,,ammps
DIFAL,DICLOFENAC (SODIQUE),100 MG,SUPPOSITOIRE,BOITE DE 10,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,30.3,18.9,18.02,0.0,6118000190363,32.4,70.0,ammps+cnops
DIFAL,DICLOFENAC (SODIQUE),25 MG,COMPRIME ENROBE,BOITE DE 30,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,23.2,14.5,13.82,0.0,6118000190332,24.8,70.0,ammps+cnops
DIFAL,DICLOFENAC (SODIQUE),25 MG,SUPPOSITOIRE,BOITE DE 10,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,11.1,6.9,6.62,0.0,6118000190356,11.9,70.0,ammps+cnops
DIFAL,DICLOFENAC (SODIQUE),50 MG,COMPRIME ENROBE,BOITE DE 30,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé,AMM ENREGISTREE,41.3,25.8,24.59,0.0,6118000190349,44.2,70.0,ammps+cnops
DIFAL,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 2 AMPOULES 3 ML,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,14.5,9.1,8.63,0.0,6118000190387,39.8,70.0,ammps+cnops
DIFAL,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 2 AMPOULES 3 ML,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,14.5,9.1,8.63,0.0,6118000190370,15.9,70.0,ammps+cnops
DIFAL,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES 3 ML,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,34.1,21.3,20.32,0.0,6118000190387,39.8,70.0,ammps+cnops
DIFAL,DICLOFENAC (SODIQUE),75 MG,SOLUTION INJECTABLE,BOITE DE 5 AMPOULES 3 ML,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Non Commercialisé,AMM ENREGISTREE,34.1,21.3,20.32,0.0,6118000190370,15.9,70.0,ammps+cnops
DIFAL,DICLOFENAC,75 MG,SOLUTION INJECTABLE,BOITE DE 3 AMPOULES DE 3 ML,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé AO / Export,AMM ENREGISTREE,,,,0.0,6118000190387,39.8,70.0,ammps+cnops
DIFAL,DICLOFENAC,75 MG,SOLUTION INJECTABLE,BOITE DE 3 AMPOULES DE 3 ML,GALENICA,ANTALGIQUES-ANALGESIQUES-ANTIPYRETIQUES-ANTI-INFLAMMATOIRES-ANTISPASMODIQUES,GN,Commercialisé AO / Export,AMM ENREGISTREE,,,,0.0,6118000190370,15.9,70.0,ammps+cnops
DIFAL 1 %,DICLOFENAC,1 %,GEL,1 TUBE 20 G,,,GENERIQUE,,,,,,,6118000191346,19.0,0.0,cnops
DIFAL 1 %,DICLOFENAC,1 %,GEL,1 TUBE 20 G,,,GENERIQUE,,,,,,,6118000191353,38.2,0.0,cnops
DIFENAC,DICLOFENAC,100 MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,,,GENERIQUE,,,,,,,6118000050865,36.4,70.0,cnops
DIFENAC,DICLOFENAC,50 MG,COMPRIME,1 BOITE 30 COMPRIME,,,GENERIQUE,,,,,,,6118000050858,48.2,70.0,cnops
DIFFERINE,ADAPALENE,0.001,CREME,TUBE DE 30 G,SOTHEMA,DERMATOLOGIE-VENEROLOGIE,PP,Commercialisé,AMM ENREGISTREE,67.8,42.4,40.35,0.0,,,,ammps
DIFFERINE,ADAPALENE,0.001,GEL,TUBE DE 30 G,SOTHEMA,DERMATOLOGIE-VENEROLOGIE,PP,Commercialisé,AMM ENREGISTREE,61.7,38.6,36.73,0.0,,,,ammps
DIFFERINE,ADAPALENE,0.1 %,CREME,1 TUBE 30 G,,,PRINCEPS,,,,,,,6118001070206,102.0,0.0,cnops
DIFFERINE,ADAPALENE,0.1 %,GEL,1 TUBE 30 G,,,PRINCEPS,,,,,,,6118001070213,111.1,0.0,cnops
DIFFU-K,CHLORURE DE POTASSIUM,600 MG,GELULE,BOITE DE 40,SOTHEMA,NUTRITION-METABOLISME-SOLUTES DE PERFUSION,GN,Non Commercialisé,AMM ENREGISTREE,31.1,19.4,18.52,0.0,6118001070220,33.3,70.0,ammps+cnops
DIFLUCAN,FLUCONAZOLE,150 MG,GELULE,BOITE DE 1,PFIZER,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,53.7,33.6,31.97,0.0,6118000250159,33.0,70.0,ammps+cnops
DIFLUCAN,FLUCONAZOLE,150 MG,GELULE,BOITE DE 1,PFIZER,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,53.7,33.6,31.97,0.0,6118000250166,114.0,70.0,ammps+cnops
DIFLUCAN,FLUCONAZOLE,150 MG,GELULE,BOITE DE 4,PFIZER,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,176.3,110.2,104.97,0.0,6118000250159,33.0,70.0,ammps+cnops
DIFLUCAN,FLUCONAZOLE,150 MG,GELULE,BOITE DE 4,PFIZER,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,176.3,110.2,104.97,0.0,6118000250166,114.0,70.0,ammps+cnops
DIFLUCAN,FLUCONAZOLE,50 MG,GELULE,BOITE DE 7,PFIZER,INFECTIOLOGIE-PARASITOLOGIE,PP,Commercialisé,AMM ENREGISTREE,148.4,92.7,88.33,0.0,6118000250180,143.0,70.0,ammps+cnops
DIFLUCAN,FLUCONAZOLE,50 MG,GELULE,BOITE DE 3,PFIZER,INFECTIOLOGIE-PARASITOLOGIE,PP,AMM sans prix,AMM ENREGISTREE,,,,0.0,6118000250180,143.0,70.0,ammps+cnops
DIFRAREL,EXTRAIT ANTHOCYANOSIDIQUE DE VACCINIUM MYRTILLUS B CAROTENE,-,COMPRIME ENROBE,BOITE DE 24,BIOCODEX MAROC,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PP,AMM sans prix,AMM ENREGISTREE,,,,0.0,,,,ammps
DIFRAREL,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE / CAROTENE,100 / 5 MG / MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,,,PRINCEPS,,,,,,,6118001100255,36.0,0.0,cnops
DIFRAREL,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE // BETA-CAROTENE,100 MG,COMPRIME ENROBE,BOITE DE 20,COOPER PHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,33.6,21.0,20.03,0.0,,,,ammps
DIFRAREL E,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE / ACETATE D'ALPHA-TOCOPHEROL,50 / 50 MG / MG,COMPRIME ENROBE,1 BOITE 24 COMPRIME,,,PRINCEPS,,,,,,,6118001100248,35.3,0.0,cnops
DIFRAREL E,EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE // TOCOPHEROL,50 MG / 50 MG,COMPRIME ENROBE,BOITE DE 24,COOPER PHARMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PP,Non Commercialisé,AMM ENREGISTREE,33.0,20.6,19.64,0.0,,,,ammps
DIGERVIN,FAMOTIDINE,20 MG,COMPRIME,BOITE DE 10,IBERMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,24.2,15.1,14.4,0.0,,,,ammps
DIGERVIN,FAMOTIDINE,20 MG,COMPRIME,BOITE DE 20,IBERMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,42.6,26.6,25.34,0.0,,,,ammps
DIGERVIN,FAMOTIDINE,40 MG,COMPRIME,BOITE DE 10,IBERMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,44.4,27.7,26.42,0.0,,,,ammps
DIGERVIN 20 MG,FAMOTIDINE,20 MG,COMPRIME,1 BOITE 20 COMPRIME,,,GENERIQUE,,,,,,,6118000230083,65.0,0.0,cnops
DIGERVIN 20 MG,FAMOTIDINE,20 MG,COMPRIME,1 BOITE 20 COMPRIME,,,GENERIQUE,,,,,,,6118000230090,35.0,0.0,cnops
DIGERVIN 40 MG,FAMOTIDINE,40 MG,COMPRIME,1 BOITE 10 COMPRIME,,,GENERIQUE,,,,,,,6118000230076,65.0,0.0,cnops
DIGEST,TRIMEBUTINE (MALEATE),100 MG,COMPRIME,BOITE DE 20,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,24.8,15.5,14.74,0.0,,,,ammps
DIGEST,TRIMEBUTINE (MALEATE),4.8 MG / ML,GRANULE POUR SUSPENSION BUVABLE,FLACON DE 250 ML,COOPER PHARMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,24.8,15.5,14.74,0.0,,,,ammps
DIGESTINE,METOCLOPRAMIDE,16 MG,GELULE,BOITE DE 30,SOTHEMA,GASTROENTEROLOGIE-HEPATOLOGIE,GN,Commercialisé,AMM ENREGISTREE,43.0,26.9,25.59,0.0,6118000020684,46.0,70.0,ammps+cnops
DIGOXINE NATIVELLE,DIGOXINE,"0,25 MG",COMPRIME,BOITE DE 30,BOTTU,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,25.0,15.6,14.88,0.0,,,,ammps
DIGOXINE NATIVELLE,DIGOXINE,0.05,SOLUTE BUVABLE,FLACON DE 60 ML,BOTTU,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,PP,Commercialisé,AMM ENREGISTREE,22.6,14.1,13.45,0.0,,,,ammps
DIGOXINE NATIVELLE,DIGOXINE,0.25 MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,,,PRINCEPS,,,,,,,6118001040117,25.0,70.0,cnops
DIGOXINE NATIVELLE,DIGOXINE,5 %,SOLUTION BUVABLE,1 FLACON 60 ML,,,PRINCEPS,,,,,,,6118001040124,22.6,70.0,cnops
DIGREL,CLOPIDOGREL,75 MG,COMPRIME PELLICULE,BOITE DE 14,SOTHEMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,110.5,69.0,65.76,0.0,,,,ammps
DIGREL,CLOPIDOGREL,75 MG,COMPRIME PELLICULE,BOITE DE 28,SOTHEMA,CARDIOLOGIE-ANGEIOLOGIE-HEMATOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,199.4,124.6,118.67,0.0,,,,ammps
DILATOR,SALBUTAMOL,100 ΜG,SUSPENSION POUR INHALATION BUCCALE,1 FLACON 200 DOSE,,,GENERIQUE,,,,,,,6118001100712,50.0,70.0,cnops
DILATOR,SALBUTAMOL (SULFATE),"2,5 MG / 2,5 ML",SOLUTION POUR INHALATION,"BOITE DE 10 RECIPIENTS DE 2,5 ML",COOPER PHARMA,PNEUMOLOGIE-ALLERGOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,41.2,25.7,24.52,0.0,,,,ammps
DILATOR,SALBUTAMOL (SULFATE),"2,5 MG / 2,5 ML",SOLUTION POUR INHALATION,"BOITE DE 20 RECIPIENTS DE 2,5 ML",COOPER PHARMA,PNEUMOLOGIE-ALLERGOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,73.4,45.9,43.71,0.0,,,,ammps
DILATOR,SALBUTAMOL (SULFATE),"2,5 MG / 2,5 ML",SOLUTION POUR INHALATION,"BOITE DE 60 RECIPIENTS DE 2,5 ML",COOPER PHARMA,PNEUMOLOGIE-ALLERGOLOGIE,GN,Non Commercialisé,AMM ENREGISTREE,167.4,104.6,99.62,0.0,,,,ammps
DILATOR,SALBUTAMOL,2.5 MG,SOLUTION POUR INHALATION PAR NEBULISEUR,1 BOITE 10 RECIPIENT,,,GENERIQUE,,,,,,,6118010020155,41.2,70.0,cnops
